match,decision,turn,seat,agent,action,value,complete,round_trip_seconds,decision_seconds,decision_limit_seconds,deadline_hit,lethal_proof_seconds,total_search_seconds,first_found_seconds,stabilized_seconds,remaining_search_seconds,strategy_wave,strategy_focus_position,strategy_focus_count
1,0,,0,mega_starmie,"{""kind"":""choose_start"",""parts"":[41]}",0.0,True,5.14100000000326,0.0001544999540783465,,False,,0.0001544999540783465,,,,,,
1,1,,1,mega_starmie,"{""kind"":""mulligan"",""parts"":[42]}",0.0,True,0.0,0.00022000004537403584,,False,,0.00022000004537403584,,,,,,
1,2,,1,mega_starmie,"{""kind"":""setup_active"",""parts"":[1]}",0.0,True,0.0,0.0001629000180400908,,False,,0.0001629000180400908,,,,,,
1,3,,0,mega_starmie,"{""kind"":""setup_active"",""parts"":[1]}",0.0,True,0.0,0.00023529998725280166,,False,,0.00023529998725280166,,,,,,
1,4,,0,mega_starmie,"{""kind"":""setup_bench_decline"",""parts"":[2]}",0.0,True,0.0,0.00014750001719221473,,False,,0.00014750001719221473,,,,,,
1,5,1,1,mega_starmie,"{""kind"":""play"",""parts"":[""[1,{\""type\"":7},[[2,{\""id\"":1122,\""playerIndex\"":1}]]]""]}",0.07266666666666659,True,0.15600000001722947,0.14440580003429204,115.0,False,0.015000000013969839,0.10999999998603016,0.10999999998603016,0.10999999998603016,0.0,first,1,1
1,6,1,1,mega_starmie,"{""kind"":""card"",""parts"":[""[1,{\""playerIndex\"":1,\""type\"":3},[[12,{\""id\"":1189,\""playerIndex\"":1}]]]""]}",0.396,True,0.26600000000325963,0.2577741999994032,115.0,False,0.01600000000325963,0.23399999999674037,0.21799999999348074,0.21799999999348074,0.01600000000325963,widening,,0
1,7,1,1,mega_starmie,"{""kind"":""attach"",""parts"":[""[1,{\""type\"":8},[[2,{\""id\"":3,\""playerIndex\"":1}],[4,{\""appearThisTurn\"":true,\""energies\"":[],\""energyCards\"":[],\""hp\"":160,\""id\"":666,\""maxHp\"":160,\""playerIndex\"":1,\""preEvolution\"":[],\""tools\"":[]}]]]""]}",0.09266666666666659,True,0.10899999999674037,0.10536610003327951,115.0,False,0.0,0.09299999999348074,0.061999999976251274,0.061999999976251274,0.031000000017229468,first,1,2
1,8,,1,mega_starmie,"{""kind"":""forced_selection"",""parts"":[0]}",0.0,True,0.01600000000325963,0.0028078999603167176,115.0,False,,0.0028078999603167176,,,,,,
1,9,2,0,mega_starmie,"{""kind"":""play"",""parts"":[""[0,{\""type\"":7},[[2,{\""id\"":1030,\""playerIndex\"":0}]]]""]}",1.3987076722003124,True,2.4060000000172295,2.3669926000293344,115.0,False,0.23399999999674037,2.077999999979511,2.077999999979511,2.077999999979511,0.0,widening,,1
1,10,2,0,mega_starmie,"{""kind"":""play"",""parts"":[""[0,{\""type\"":7},[[2,{\""id\"":1145,\""playerIndex\"":0}]]]""]}",1.3387076722003124,True,0.8439999999827705,0.8042456000111997,115.0,False,0.1559999999590218,0.6089999999967404,0.6089999999967404,0.6089999999967404,0.0,first,1,1
1,11,2,0,mega_starmie,"{""kind"":""card"",""parts"":[""[{\""playerIndex\"":0,\""type\"":3},[[1,{\""id\"":1031,\""playerIndex\"":0}]]]""]}",1.4220410055336457,True,0.7660000000032596,0.7370400999789126,115.0,False,0.09399999998277053,0.6400000000139698,0.45300000003771856,0.45300000003771856,0.18699999997625127,widening,,0
1,12,2,0,mega_starmie,"{""kind"":""attach"",""parts"":[""[0,{\""type\"":8},[[2,{\""id\"":1159,\""playerIndex\"":0}],[4,{\""appearThisTurn\"":false,\""energies\"":[],\""energyCards\"":[],\""hp\"":160,\""id\"":666,\""maxHp\"":160,\""playerIndex\"":0,\""preEvolution\"":[],\""tools\"":[]}]]]""]}",0.8987076722003122,True,0.40600000001722947,0.3942753999726847,115.0,False,0.030999999959021807,0.3440000000409782,0.25,0.25,0.0940000000409782,widening,,1
1,13,2,0,mega_starmie,"{""kind"":""attach"",""parts"":[""[0,{\""type\"":8},[[2,{\""id\"":3,\""playerIndex\"":0}],[4,{\""appearThisTurn\"":false,\""energies\"":[],\""energyCards\"":[],\""hp\"":260,\""id\"":666,\""maxHp\"":260,\""playerIndex\"":0,\""preEvolution\"":[],\""tools\"":[{\""id\"":1159,\""playerIndex\"":0}]}]]]""]}",0.7125700295208917,True,0.17199999996228144,0.14684419997502118,115.0,False,0.03200000000651926,0.09399999998277053,0.06300000002374873,0.06300000002374873,0.030999999959021807,first,1,1
1,14,2,0,mega_starmie,"{""kind"":""attack"",""parts"":[""[0,{\""attackId\"":965,\""type\"":13},[]]""]}",0.42990336285422504,True,0.10899999999674037,0.1052291999803856,115.0,False,0.0470000000204891,0.045999999972991645,0.045999999972991645,0.045999999972991645,0.0,first,,0
1,15,2,0,mega_starmie,"{""kind"":""card"",""parts"":[""[{\""playerIndex\"":0,\""type\"":3},[[1,{\""id\"":3,\""playerIndex\"":0}]]]""]}",0.024242424242424242,True,0.3130000000237487,0.30110889999195933,115.0,False,0.01600000000325963,0.26600000000325963,0.26600000000325963,0.26600000000325963,0.0,widening,,0
1,16,,0,mega_starmie,"{""kind"":""forced_selection"",""parts"":[21]}",0.0,True,0.0,0.0023637000122107565,115.0,False,,0.0023637000122107565,,,,,,
1,17,3,1,mega_starmie,"{""kind"":""play"",""parts"":[""[1,{\""type\"":7},[[2,{\""id\"":1120,\""playerIndex\"":1}]]]""]}",5.636595320009169,False,48.73399999999674,47.76986439997563,115.0,False,0.375,47.39000000001397,47.39000000001397,47.39000000001397,0.0,widening,,1
1,18,3,1,mega_starmie,"{""kind"":""play"",""parts"":[""[1,{\""type\"":7},[[2,{\""id\"":1086,\""playerIndex\"":1}]]]""]}",5.582850406919131,True,19.68699999997625,19.076266700052656,115.0,False,0.3279999999795109,18.73399999999674,17.17200000002049,17.17200000002049,1.5619999999762513,first,1,1
1,19,3,1,mega_starmie,"{""kind"":""card"",""parts"":[""[{\""playerIndex\"":1,\""type\"":3},[[1,{\""id\"":1030,\""playerIndex\"":1}]]]"",""[{\""playerIndex\"":1,\""type\"":3},[[1,{\""id\"":1030,\""playerIndex\"":1}]]]""]}",5.426183740252465,True,20.32900000002701,19.750064500025474,115.0,False,0.32900000002700835,19.43699999997625,12.03100000001723,12.03100000001723,7.405999999959022,widening,,0
1,20,3,1,mega_starmie,"{""kind"":""attach"",""parts"":[""[1,{\""type\"":8},[[2,{\""id\"":3,\""playerIndex\"":1}],[5,{\""appearThisTurn\"":true,\""energies\"":[],\""energyCards\"":[],\""hp\"":70,\""id\"":1030,\""maxHp\"":70,\""playerIndex\"":1,\""preEvolution\"":[],\""tools\"":[]}]]]""]}",4.856183740252464,True,9.84299999999348,9.486503000021912,115.0,False,0.29699999996228144,9.172000000020489,3.969000000040978,3.969000000040978,5.202999999979511,widening,,0
1,21,3,1,mega_starmie,"{""kind"":""retreat"",""parts"":[""[1,{\""type\"":12},[]]""]}",4.826879710948435,True,2.6570000000065193,2.4959412000025623,115.0,False,0.28200000000651926,2.202999999979511,1.952999999979511,1.952999999979511,0.25,first,,0
1,22,3,1,mega_starmie,"{""kind"":""card"",""parts"":[""[1,{\""playerIndex\"":1,\""type\"":3},[[5,{\""appearThisTurn\"":true,\""energies\"":[3],\""energyCards\"":[{\""id\"":3,\""playerIndex\"":1}],\""hp\"":70,\""id\"":1030,\""maxHp\"":70,\""playerIndex\"":1,\""preEvolution\"":[],\""tools\"":[]}]]]""]}",4.826879710948435,True,1.0459999999729916,1.0142961000092328,115.0,False,0.25,0.7650000000139698,0.5459999999729916,0.5459999999729916,0.2190000000409782,widening,,0
1,23,3,1,mega_starmie,"{""kind"":""play"",""parts"":[""[1,{\""type\"":7},[[2,{\""id\"":1189,\""playerIndex\"":1}]]]""]}",5.42655969142692,True,0.6880000000237487,0.6790661999839358,115.0,False,0.25,0.4220000000204891,0.375,0.375,0.0470000000204891,first,1,1
1,24,3,1,mega_starmie,"{""kind"":""card"",""parts"":[""[{\""playerIndex\"":1,\""type\"":3},[[1,{\""id\"":1031,\""playerIndex\"":1}]]]""]}",5.509893024760253,True,0.4529999999795109,0.42674210004042834,115.0,False,0.1720000000204891,0.25,0.20400000002700835,0.20400000002700835,0.045999999972991645,widening,,0
1,25,3,1,mega_starmie,"{""kind"":""card"",""parts"":[""[1,{\""playerIndex\"":1,\""type\"":3},[[4,{\""appearThisTurn\"":true,\""energies\"":[3],\""energyCards\"":[{\""id\"":3,\""playerIndex\"":1}],\""hp\"":70,\""id\"":1030,\""maxHp\"":70,\""playerIndex\"":1,\""preEvolution\"":[],\""tools\"":[]}]]]""]}",-0.7391703576769435,True,0.6560000000172295,0.6404853999847546,115.0,False,0.20300000003771856,0.42199999996228144,0.35899999999674037,0.35899999999674037,0.06299999996554106,widening,,0
1,26,3,1,mega_starmie,"{""kind"":""attack"",""parts"":[""[1,{\""attackId\"":1487,\""type\"":13},[]]""]}",3.620820402898775,True,0.1720000000204891,0.16733660001773387,115.0,False,0.06300000002374873,0.09399999998277053,0.030999999959021807,0.030999999959021807,0.06300000002374873,first,1,1
1,27,,1,mega_starmie,"{""kind"":""forced_selection"",""parts"":[15]}",0.0,True,0.0,0.000977399991825223,115.0,False,,0.000977399991825223,,,,,,
1,28,4,0,mega_starmie,"{""kind"":""play"",""parts"":[""[0,{\""type\"":7},[[2,{\""id\"":1145,\""playerIndex\"":0}]]]""]}",1.6809589965527962,True,1.437999999965541,1.4008372999960557,115.0,False,0.2809999999590218,1.0940000000409782,1.0780000000377186,1.0780000000377186,0.01600000000325963,first,1,1
1,29,4,0,mega_starmie,"{""kind"":""card"",""parts"":[""[{\""playerIndex\"":0,\""type\"":3},[[1,{\""id\"":1031,\""playerIndex\"":0}]]]""]}",2.3892923298861293,True,1.187000000034459,1.1486889999941923,115.0,False,0.28100000001722947,0.8589999999967404,0.48399999999674037,0.48399999999674037,0.375,widening,,0
1,30,4,0,mega_starmie,"{""kind"":""retreat"",""parts"":[""[0,{\""type\"":12},[]]""]}",2.3892923298861293,True,0.6719999999622814,0.6645783999701962,115.0,False,0.26600000000325963,0.3899999999557622,0.21899999998277053,0.21899999998277053,0.17099999997299165,first,,0
1,31,,0,mega_starmie,"{""kind"":""forced_selection"",""parts"":[3]}",0.0,True,0.01600000000325963,0.0022140999790281057,115.0,False,,0.0022140999790281057,,,,,,
